Car_Name,Year,Selling_Price,Driven_KMs,Fuel_Type,Transmission,Engine_Size_L,Mileage_kmpl
Tata Nexon,2008,158498.46,171601,Electric,Automatic,0.0,138.5
Audi A4,2011,648870.35,138537,Petrol,Manual,3.1,8.3
Tata Harrier,2015,145975.88,224091,Petrol,Manual,1.5,12.3
Ford Focus,2018,702170.58,79934,CNG,Automatic,2.0,25.3
Toyota Fortuner,2016,265731.35,97523,Petrol,Manual,1.3,15.4
Mercedes-Benz A-Class,2020,2522974.8,60228,Diesel,Manual,3.1,12.1
Ford Fiesta,2016,442691.19,129789,Petrol,Automatic,1.8,14.9
Volkswagen Virtus,2012,242152.38,210800,Diesel,Manual,2.2,16.8
Maruti Suzuki Dzire,2022,492345.78,48898,Petrol,Manual,1.9,14.5
Toyota Fortuner,2012,192828.95,70626,Petrol,Manual,1.4,15.2
Hyundai Tucson,2008,120000.0,206365,Hybrid,Manual,1.5,18.5
Maruti Suzuki Ertiga,2015,145475.01,130196,Petrol,Manual,1.5,12.0
Maruti Suzuki Ertiga,2011,120000.0,100996,CNG,Automatic,1.4,24.2
Mercedes-Benz GLE,2024,4878513.41,37712,Diesel,Manual,3.1,10.8
Maruti Suzuki Baleno,2023,443602.32,40429,Diesel,Automatic,1.3,17.6
Toyota Camry,2011,121350.08,210404,Diesel,Manual,1.3,13.2
Maruti Suzuki Swift,2014,120000.0,268132,Diesel,Automatic,1.3,15.5
Honda Accord,2015,231190.11,139223,Hybrid,Manual,1.2,26.5
Maruti Suzuki Swift,2013,138609.06,174860,Hybrid,Manual,1.9,20.6
Tata Punch,2019,425113.29,72416,Hybrid,Automatic,1.3,22.9
Volkswagen Virtus,2013,217126.85,65859,Diesel,Manual,1.6,12.8
Hyundai Verna,2014,188449.66,163153,Petrol,Manual,1.4,12.0
Honda Civic,2014,193293.75,"136,073 km",Petrol,Automatic,1.3,13.7
Hyundai Creta,2009,120000.0,165610,Petrol,Manual,1.8,12.9
Hyundai Creta,2023,758633.0,33307,Petrol,Manual,1.7,10.4
Mercedes-Benz GLE,2017,1236292.43,68666,Petrol,Manual,2.0,13.2
Ford Mustang,2016,669950.03,84043,Diesel,Manual,2.5,10.7
Maruti Suzuki Baleno,2018,242346.61,97367,Diesel,Automatic,1.7,12.2
Volkswagen Taigun,2018,707966.62,74046,CNG,Automatic,2.5,22.8
Audi Q3,2010,521252.78,210363,Petrol,Automatic,2.8,10.4
Volkswagen Taigun,2020,504072.32,71747,Diesel,Manual,1.4,13.7
BMW 5 Series,2012,369132.22,195162,Petrol,Manual,1.6,10.8
BMW 3 Series,2015,1289826.01,132503,Petrol,Automatic,2.7,8.4
Mercedes-Benz GLC,2022,3293834.89,66427,Petrol,Manual,2.9,11.3
BMW 1 Series,2008,452546.55,"233,250 km",Petrol,Manual,3.3,8.5
Maruti Suzuki Ertiga,2010,120000.0,243976 KM,CNG,Automatic,2.0,30.4
Mercedes-Benz A-Class,2015,1188638.33,96801,Petrol,Manual,3.0,14.0
Honda Civic,2015,215288.3,162087,Petrol,Manual,1.5,13.4
Volkswagen Vento,2010,120000.0,294592,Diesel,Automatic,1.3,14.1
Maruti Suzuki Ertiga,2023,384610.55,29187,Petrol,Manual,1.3,12.2
Volkswagen Vento,2013,225416.7,137615,Diesel,Automatic,1.4,15.5
Honda Civic,2020,1265761.49,52854,Electric,Automatic,0.0,159.6
Maruti Suzuki Dzire,2020,220697.38,77762,Petrol,Manual,1.3,11.2
Volkswagen Tiguan,2008,189873.72,221961,Electric,Manual,0.0,154.1
Audi Q5,2008,528303.97,122267,Diesel,Automatic,2.5,15.3
Hyundai Creta,2009,122447.3,170265,Petrol,Manual,1.8,10.0
Mercedes-Benz E-Class,2014,592457.9,145052,Petrol,Manual,2.0,9.4
Volkswagen Virtus,2013,192688.64,191021,Diesel,Manual,1.5,18.0
Toyota Yaris,2016,258522.77,115758,Diesel,Manual,1.3,16.4
Tata Nexon,2011,120000.0,265367,Petrol,Automatic,1.0,16.6
Toyota Yaris,2020,983784.3,99426,Diesel,Automatic,2.1,14.6
Mercedes-Benz E-Class,2008,331331.62,227756,Petrol,Automatic,2.1,14.5
BMW 5 Series,2009,501842.22,149904,Electric,Manual,0.0,173.8
Audi A3,2020,2327115.74,"56,844 km",Petrol,Automatic,2.6,12.5
BMW 1 Series,2020,2045005.68,"72,998 km",CNG,Manual,2.8,22.5
Volkswagen Polo,2013,197084.71,56338,Petrol,Automatic,1.0,13.5
Honda Civic,2022,1430395.5,63569,Electric,Automatic,0.0,169.0
Hyundai Verna,2022,1534625.18,40878,Electric,Automatic,0.0,176.1
Honda Accord,2012,130936.72,100911,Diesel,Automatic,1.0,14.7
Tata Safari,2018,271059.49,106182,CNG,Manual,1.6,23.1
Hyundai i20,2009,120000.0,"163,350 km",,Automatic,1.3,13.6
Tata Safari,2009,120000.0,140111,Petrol,Manual,1.2,11.2
BMW 1 Series,2013,607425.43,124362,Petrol,Manual,2.0,11.8
Hyundai Venue,2024,906078.62,28506,Petrol,Automatic,1.5,14.1
Toyota Corolla,2015,270938.68,171822,Petrol,Manual,1.7,10.4
Tata Altroz,2019,454689.88,37885,Petrol,Manual,1.8,11.3
Mercedes-Benz GLC,2021,3423208.18,49567,Petrol,Manual,3.4,10.8
Audi Q3,2019,1700769.06,124496,  Diesel ,Automatic,2.2,14.1
Audi Q5,2014,1114739.58,160788,Diesel,Automatic,2.8,10.4
Honda Accord,2023,875828.37,46683,Petrol,Automatic,1.5,13.8
Toyota Camry,2011,204266.65,132897,Petrol,Automatic,1.5,13.5
Ford Focus,2021,1942610.99,49492,Diesel,Automatic,3.4,11.8
Ford Mustang,2011,338805.17,129376,Petrol,Manual,2.7,8.3
Mercedes-Benz GLE,2016,1079581.19,75254,Petrol,Automatic,1.7,10.5
Volkswagen Tiguan,2018,407671.56,95382 KM,Petrol,Automatic,1.5,
Maruti Suzuki Swift,2011,120000.0,241861,Diesel,Automatic,1.0,14.9
Toyota Yaris,2024,1223622.8,18196,Petrol,Manual,1.7,18.1
BMW 1 Series,2016,1238253.17,94826,Petrol,Automatic,2.5,7.6
Honda Accord,2009,120000.0,123629,Petrol,Manual,1.2,15.1
Audi Q5,2012,1131755.73,82586,Diesel,Automatic,3.2,9.2
Audi A6,2022,2449828.29,55692,Petrol,Manual,2.1,8.1
Mercedes-Benz E-Class,2022,4511612.8,67452,CNG,Manual,3.9,25.6
Mercedes-Benz GLE,2014,1267661.76,132289,CNG,Automatic,3.4,20.1
Audi A4,2012,455072.47,146491,CNG,Manual,1.9,16.8
Ford Focus,2021,1322236.08,65332,Electric,Manual,0.0,163.2
Ford EcoSport,2014,287934.7,149951,Diesel,Manual,1.6,12.0
BMW X5,2009,437355.46,309167,Petrol,Manual,3.3,8.1
Maruti Suzuki Dzire,2021,362895.57,37853,Diesel,Manual,1.7,13.2
Tata Safari,2014,147006.25,106477,Diesel,Manual,1.3,13.8
Hyundai i20,2021,496718.87,72780,Petrol,Manual,1.5,13.5
Volkswagen Vento,2018,270530.03,102794,Diesel,Manual,1.0,15.2
BMW X5,2013,544683.68,63792,Diesel,Manual,1.6,16.6
Audi A4,2022,2760428.79,67086,Petrol,Manual,2.6,9.2
Mercedes-Benz E-Class,2019,2148774.59,56585,Hybrid,Manual,2.4,25.0
BMW 1 Series,2013,856524.65,171477,Diesel,Automatic,2.5,9.8
Volkswagen Vento,2020,435473.76,70553,Diesel,Automatic,1.1,15.4
Tata Safari,2012,124340.2,137833,Diesel,Manual,1.6,14.3
Mercedes-Benz GLE,2020,1735299.68,78310,Petrol,Automatic,1.9,17.3
Toyota Fortuner,2021,432590.65,61959,Petrol,Manual,1.0,13.7
BMW X5,2014,646870.87,203025,Hybrid,Automatic,1.7,22.0
BMW X3,2015,1174795.76,183760,Diesel,Automatic,2.7,11.1
Tata Harrier,2024,1129933.6,30259,Petrol,Automatic,2.2,15.1
Audi Q5,2019,1046571.26,131220,Diesel,Manual,1.6,13.0
Honda CR-V,2011,133149.68,73330,CNG,Automatic,1.2,27.2
BMW X3,2011,821202.76,"135,075 km",CNG,Automatic,3.0,25.3
Maruti Suzuki Swift,2013,120000.0,95422,Petrol,Manual,1.5,12.5
Toyota RAV4,2015,329766.95,179895,Petrol,Automatic,1.7,12.4
Maruti Suzuki Swift,2015,323068.06,69429,Electric,Automatic,0.0,157.2
Volkswagen Taigun,2018,539914.71,101140,Diesel,Automatic,1.8,13.9
Maruti Suzuki Swift,2008,120000.0,241600,Petrol,Manual,1.6,14.4
BMW X3  ,2016,1040069.95,127718,Petrol,Manual,2.3,10.4
Ford EcoSport,2011,291312.78,240844,Electric,Automatic,0.0,175.4
Tata Safari,2008,120000.0,34263,CNG,Manual,1.4,21.9
Audi Q3,2016,1252649.97,135603,Petrol,Automatic,2.6,8.7
Volkswagen Polo,2013,289982.27,202463,Diesel,Manual,2.1,12.3
Mercedes-Benz C-Class,2024,3225945.72,21758,Petrol,Manual,2.1,15.3
BMW 5 Series,2013,833379.34,124182,Petrol,Manual,3.2,9.2
BMW 5 Series  ,2010,525959.47,231914,Diesel,Manual,2.7,14.7
Honda CR-V,2016,202420.73,160929,Diesel,Automatic,1.0,20.1
BMW X3,2018,1369743.01,114528,Petrol,Manual,2.3,13.4
BMW 5 Series,2022,3482413.75,37369,Diesel,Automatic,2.7,12.4
Hyundai Creta,2012,120000.0,174296,Petrol,Manual,1.3,13.9
Volkswagen Virtus,2009,123704.94,240223,Diesel,Manual,1.8,17.7
Audi Q5,2017,1548027.04,105724,Petrol,Manual,2.8,9.1
Honda Amaze,2019,489577.08,64065,Diesel,Manual,1.6,15.7
Toyota Camry,2015,286852.85,115879,Diesel,Manual,1.6,18.3
Mercedes-Benz GLE,2013,874429.02,197214,Petrol,Manual,3.0,10.6
Honda City,2011,304675.78,179658,Electric,Automatic,0.0,178.8
BMW 3 Series,2019,2024609.74,82483,Petrol,Automatic,2.4,12.3
Toyota RAV4,2018,534889.4,110771,Petrol,Manual,1.7,15.7
BMW 1 Series,2016,1974640.61,128798,Petrol,Automatic,3.7,6.3
Mercedes-Benz E-Class,2010,454441.48,190696,Petrol,Automatic,2.1,10.1
Maruti Suzuki Ertiga,2016,154338.6,141427,Diesel,Manual,1.3,16.2
Toyota RAV4,2010,142228.47,149732,CNG,Manual,1.6,25.7
Audi Q5,2011,577136.49,178431,Petrol,Automatic,2.7,8.4
Tata Punch,2024,854732.52,"20,238 km",Petrol,Manual,1.8,12.7
Volkswagen Vento,2011,123297.65,242715,Diesel,Manual,1.4,12.5
Ford EcoSport  ,2018,930991.58,140485,Electric,Automatic,0.0,151.2
Toyota Camry,2020,1417158.71,74951,Electric,Automatic,0.0,179.2
Maruti Suzuki Dzire,2011,120000.0,201670,Petrol,Manual,1.6,13.7
Honda City,2020,409435.53,97231,Petrol,Manual,1.2,14.3
Honda Amaze,2015,273138.88,110333 KM,Petrol,Automatic,1.5,12.5
Mercedes-Benz C-Class,2022,3561456.64,42841,Diesel,Manual,2.8,11.4
Mercedes-Benz E-Class,2019,1602545.05,123256,Diesel,Manual,2.1,10.9
Maruti Suzuki Baleno,2021,237798.95,70097,Petrol,Manual,1.0,19.7
Tata Safari,2009,120000.0,"252,037 km",Diesel,Manual,1.1,17.4
Audi A6,2021,1750968.82,37157,Diesel,Automatic,1.6,15.2
Volkswagen Tiguan,2015,244024.07,158839,Diesel,Automatic,1.1,18.4
Hyundai Creta,2017,282043.94,98538 KM,Diesel,Manual,1.4,
BMW 3 Series,2015,1085941.07,"155,444 km",Electric,Manual,0.0,155.3
Toyota RAV4,2022,971436.33,64309,Hybrid,Manual,1.7,19.6
Maruti Suzuki Baleno,2013,120000.0,69945,Diesel,Automatic,1.2,15.4
Hyundai i20,2013,126520.3,202284,Diesel,Manual,1.4,16.9
Mercedes-Benz A-Class,2009,298416.66,316462 KM,Petrol,Manual,2.4,7.0
Mercedes-Benz GLE,2020,1993599.46,44098,Diesel,Manual,2.1,14.8
Audi A6,2016,1443999.84,"113,224 km",CNG,Manual,3.6,
Hyundai Venue,2012,132601.09,146819,Diesel,Manual,1.2,13.7
Volkswagen Tiguan,2010,120000.0,131293,Diesel,Manual,1.2,14.9
Mercedes-Benz GLC,2008,467354.55,215357,Diesel,Automatic,2.5,12.5
Toyota Camry,2014,411004.5,14541,Diesel,Automatic,1.7,17.5
Honda Civic,2023,702510.52,13872,Diesel,Manual,1.4,19.6
Audi Q5,2022,4527951.01,36227,Diesel,Automatic,,7.9
Hyundai Creta,2010,122244.43,211963,Diesel,Manual,1.7,11.8
Hyundai Verna,2023,909487.23,36314,Petrol,Automatic,1.7,
Tata Altroz,2022,467389.48,48397 KM,Petrol,Automatic,1.6,11.1
Mercedes-Benz GLE,2017,1200708.25,110112,Petrol,Manual,2.0,14.4
Tata Punch,2020,417596.88,23314,Petrol,Manual,1.5,14.4
Toyota Yaris,2013,205967.29,195950,Diesel,Manual,1.4,16.0
Volkswagen Virtus,2009,120000.0,210087,Petrol,Automatic,1.2,13.8
Mercedes-Benz E-Class,2017,2050513.16,143513,Petrol,Automatic,3.3,10.0
Honda CR-V,2020,584477.44,70544,Diesel,Manual,1.6,15.5
Maruti Suzuki Swift,2008,120000.0,211570,  Diesel ,Manual,1.4,17.3
Ford Endeavour,2011,305948.75,92441,Petrol,Automatic,2.1,12.2
Mercedes-Benz C-Class,2017,2268619.62,93023,Petrol,Automatic,3.2,10.3
BMW 1 Series,2012,771476.24,121579,Diesel,Automatic,2.6,12.7
Hyundai Tucson,2020,912519.01,104549,Electric,Automatic,0.0,163.2
Mercedes-Benz GLE,2023,4560636.43,51622,Petrol,Automatic,2.7,11.7
Maruti Suzuki Swift,2016,179976.2,81076,Petrol,Manual,1.4,
Ford Focus,2009,266582.37,240220,Diesel,Automatic,2.8,14.1
Ford Mustang,2015,439696.5,170385,Petrol,Manual,2.3,10.6
Honda Amaze,2015,307167.32,115069,Petrol,Automatic,1.5,11.4
Mercedes-Benz C-Class,2016,1688392.2,98257,Diesel,Manual,2.9,12.2
Maruti Suzuki Ertiga,2015,120000.0,108493,Diesel,Manual,1.0,15.4
BMW 5 Series,2022,3278427.07,61016,Petrol,Automatic,2.9,9.7
Honda Amaze,2011,120000.0,191854,Petrol,Manual,1.0,16.2
Mercedes-Benz E-Class,2011,566216.4,209365,Petrol,Manual,2.3,
Honda City,2015,311269.06,201689,Diesel,Automatic,1.7,15.1
Toyota Fortuner,2019,668917.0,63971,Petrol,Manual,,14.0
Mercedes-Benz GLC  ,2015,1097017.62,67124,Petrol,Automatic,2.2,13.1
Ford Mustang,2018,841017.88,92169,Diesel,Automatic,2.4,14.0
Hyundai Tucson,2009,120000.0,"205,414 km",CNG,Automatic,1.6,23.3
Tata Punch,2018,191704.57,132686 KM,Petrol,Manual,1.1,11.8
Hyundai Tucson,2021,804175.94,67288,Diesel,Automatic,2.1,17.7
Toyota Camry,2021,657314.15,61384,Hybrid,Manual,1.3,21.5
Volkswagen Tiguan,2021,633065.61,49128 KM,Diesel,Automatic,1.2,16.2
Honda Accord,2015,329681.46,198634,Diesel,Manual,2.1,12.4
Tata Nexon,2014,195562.74,166547 KM,Petrol,Automatic,1.6,12.9
Ford Mustang,2008,157390.41,265070,Diesel,Manual,2.2,15.6
Maruti Suzuki Brezza,2011,120000.0,182316,Petrol,Automatic,1.7,13.6
Ford Fiesta,2008,268189.4,152622,Diesel,Automatic,2.5,12.2
Toyota Camry,2017,390960.86,110200,Diesel,Manual,1.6,14.8
Honda Civic,2009,128481.89,194051,Diesel,Automatic,1.6,14.2
Ford Mustang,2012,540823.98,107849,Diesel,Automatic,2.9,12.1
Maruti Suzuki Brezza,2012,120000.0,106322,Petrol,Manual,1.4,13.3
Tata Punch,2012,211952.96,155408,Petrol,Automatic,2.4,12.6
BMW X3,2008,329231.37,"136,670 km",Petrol,Manual,2.1,9.7
Mercedes-Benz E-Class  ,2017,1854521.05,109143 KM,Hybrid,Manual,2.8,20.6
Maruti Suzuki Baleno,2022,393435.57,76717,CNG,Manual,1.5,26.3
Toyota RAV4,2017,327135.14,120288,Petrol,Manual,1.4,18.1
Hyundai Verna,2015,226947.63,219762,Petrol,Automatic,1.6,13.8
Tata Harrier,2013,120000.0,"199,139 km",Petrol,Manual,1.1,14.2
Toyota Yaris,2009,120000.0,318943,Diesel,Manual,1.3,14.8
Mercedes-Benz E-Class,2021,3033526.91,53623,Petrol,Automatic,2.5,9.3
Toyota RAV4,2022,936078.88,52825,Diesel,Automatic,1.7,13.0
BMW 3 Series,2010,654394.43,210675,Diesel,Manual,3.5,7.6
Tata Harrier,2018,257996.83,120729,Petrol,Manual,1.5,13.9
BMW X5,2020,2979452.01,104768,Petrol,Automatic,3.3,11.5
Maruti Suzuki Dzire,2019,182862.29,74216,CNG,Manual,1.3,27.0
Mercedes-Benz GLE,2009,521475.97,"207,952 km",CNG,Automatic,3.2,29.7
Toyota RAV4,2020,619857.24,136618,Diesel,Automatic,1.3,14.3
Tata Harrier,2018,225497.08,"159,707 km",Diesel,Manual,1.3,18.1
Tata Nexon,2008,120000.0,116097,Petrol,Automatic,1.2,12.5
Hyundai Venue,2021,495776.87,70332,Petrol,Manual,1.5,15.0
Tata Altroz,2019,426638.96,98531,Petrol,Manual,2.1,12.4
Hyundai Verna,2014,367493.19,"165,697 km",Electric,Automatic,0.0,181.3
Audi A6,2024,2621860.77,27241,Petrol,Manual,1.7,11.1
Tata Punch,2017,392603.68,110547,Hybrid,Automatic,1.8,22.8
Hyundai Creta,2023,625856.29,39061,Diesel,Manual,1.2,18.6
Toyota Fortuner,2008,120000.0,173275,Petrol,Automatic,1.5,12.7
Toyota RAV4,2017,433139.31,114814,Diesel,Manual,2.0,14.5
Volkswagen Tiguan,2020,451207.65,97693,Petrol,Manual,1.6,13.6
Hyundai Tucson,2013,198025.02,109468,Diesel,Manual,,15.5
Audi Q3,2015,1218496.76,39435,Petrol,Manual,2.4,14.2
Hyundai i20,2012,162900.26,223590,CNG,Automatic,1.8,20.3
Volkswagen Polo,2022,1630272.99,54576,Electric,Automatic,0.0,155.8
Mercedes-Benz GLE,2008,371979.49,213714,CNG,Manual,2.7,21.4
Maruti Suzuki Brezza,2022,633753.69,54757,Petrol,Manual,2.3,11.9
Mercedes-Benz GLE,2019,2458221.63,35647,Petrol,Automatic,3.0,7.9
Hyundai Tucson,2017,327043.61,128186,Diesel,Automatic,1.6,15.6
Toyota Corolla,2012,197971.21,214387,  Diesel ,Manual,1.7,12.0
Tata Safari,2010,124749.01,224721,Hybrid,Automatic,,24.1
Volkswagen Vento,2009,120000.0,208921,Petrol,Manual,1.2,12.4
Honda Amaze,2022,891289.69,28718,Petrol,Manual,1.8,14.2
Maruti Suzuki Baleno,2009,120000.0,219018,Petrol,Automatic,1.6,9.3
Maruti Suzuki Ertiga,2016,212739.72,124542,Petrol,Manual,1.9,12.3
Honda Amaze,2010,120000.0,258394,Petrol,Manual,1.7,9.4
Toyota RAV4,2013,202190.01,110431,Diesel,Automatic,1.3,16.5
Mercedes-Benz GLC,2011,615093.21,137918,Petrol,Manual,2.5,9.7
Toyota RAV4,2022,727474.32,66542,Petrol,Automatic,1.2,14.8
Ford EcoSport,2012,351270.96,157005,CNG,Manual,3.0,24.3
Hyundai Creta,2009,120000.0,221524,Petrol,Automatic,1.4,13.4
Maruti Suzuki Ertiga,2024,748208.11,"19,678 km",Diesel,Manual,2.0,10.9
Maruti Suzuki Ertiga,2009,120000.0,210399,Petrol,Automatic,,14.0
Hyundai Verna,2011,135405.7,184762,,Manual,1.5,22.1
Maruti Suzuki Baleno,2017,138480.69,101132,Petrol,Manual,1.1,14.3
Mercedes-Benz GLC,2011,751947.3,206919,Diesel,Automatic,2.6,12.6
Mercedes-Benz GLC,2024,5805148.65,34260 KM,Diesel,Automatic,2.8,12.8
Volkswagen Virtus,2008,120000.0,201930,Diesel,Automatic,1.6,14.6
Mercedes-Benz A-Class,2019,2667487.67,77401,Petrol,Automatic,2.9,9.5
Maruti Suzuki Dzire,2011,120000.0,165430,Petrol,Automatic,1.7,13.1
Toyota Camry,2019,353565.32,104265,Petrol,Manual,1.2,11.6
Toyota Corolla,2009,120000.0,195560,Diesel,Manual,1.0,17.4
Tata Safari,2013,161749.78,146686,Diesel,Manual,1.9,12.8
Audi A4,2014,849986.95,176385,Petrol,Automatic,,11.3
Audi A6,2012,741702.97,167576,CNG,Manual,2.9,28.7
Maruti Suzuki Swift,2014,146133.54,161038,Petrol,Manual,1.7,14.3
Toyota Yaris,2009,162500.99,165134,Petrol,Automatic,1.8,11.0
Toyota RAV4,2008,120000.0,202497,Petrol,Automatic,1.5,11.3
Volkswagen Virtus,2011,152371.98,188162,Diesel,Manual,1.5,15.7
Toyota RAV4,2016,434113.31,97591,Petrol,Automatic,1.8,11.7
Maruti Suzuki Swift,2019,225378.34,98138,Petrol,Manual,1.4,14.4
Audi Q5,2022,2467631.97,47993,Diesel,Automatic,2.1,13.3
Tata Safari,2023,559933.19,44376,CNG,Automatic,1.3,24.0
BMW 3 Series,2020,3292451.45,99694,Petrol,Automatic,3.9,12.5
Honda Amaze,2008,120000.0,308713,Petrol,Automatic,1.3,9.6
Maruti Suzuki Baleno,2014,120000.0,158949,Diesel,Manual,1.1,14.8
Maruti Suzuki Ertiga,2010,120000.0,207457,Diesel,Manual,1.0,15.1
Toyota Yaris,2010,162641.59,168704,,Automatic,1.7,13.2
Maruti Suzuki Brezza,2020,260711.19,69735,  Petrol ,Manual,1.3,17.0
Honda CR-V,2015,253285.5,"71,160 km",Petrol,Manual,1.6,14.5
Mercedes-Benz A-Class,2013,996535.21,156037,Petrol,Manual,3.3,10.1
Honda CR-V,2013,225407.3,74644,Petrol,Manual,1.7,11.5
Tata Harrier,2010,120000.0,265737,Petrol,Manual,1.9,11.5
Ford Mustang,2014,409514.33,178296,Petrol,Manual,2.5,7.7
Hyundai Creta,2008,120000.0,289552,Petrol,Manual,1.3,15.0
Mercedes-Benz C-Class,2023,2310764.95,41065,Diesel,Manual,1.6,11.7
Maruti Suzuki Swift,2011,120000.0,327544,Diesel,Automatic,2.1,12.5
Audi Q3,2009,616054.36,44863,,Manual,3.0,11.4
Honda Accord,2011,120000.0,168689,Petrol,Manual,1.0,13.1
Mercedes-Benz E-Class,2012,593312.66,167891,Petrol,Manual,2.0,9.7
Hyundai Creta,2008,120000.0,263859 KM,Petrol,Automatic,1.7,14.6
BMW 5 Series,2022,3982286.16,55346,Diesel,Automatic,2.8,8.9
Mercedes-Benz A-Class,2013,871178.78,128483,Petrol,Automatic,2.4,10.4
Toyota Corolla,2012,196706.74,134227,Diesel,Manual,1.6,13.0
Honda Amaze,2011,137254.0,122071,Diesel,Manual,,16.1
BMW 1 Series,2012,556139.56,"144,750 km",Petrol,Automatic,1.9,12.2
Tata Safari  ,2017,286767.78,130573,Petrol,Manual,1.7,13.1
Honda Accord,2014,429624.65,171850,Electric,Manual,0.0,170.8
Tata Harrier,2012,120000.0,179343,Petrol,Manual,1.0,14.8
Tata Harrier,2010,125051.13,118581,Petrol,Automatic,1.6,14.4
Ford Focus,2023,1875363.85,12684,  Hybrid ,Manual,2.4,25.0
BMW X5,2024,2184956.07,20791,Diesel,Manual,1.7,14.3
Maruti Suzuki Brezza,2011,134414.56,182775,Electric,Manual,0.0,158.2
Audi A6,2019,1757458.54,88406,Diesel,Automatic,2.2,13.8
Ford Focus,2008,134712.2,249091,Petrol,Manual,2.2,9.6
Tata Nexon,2024,660010.24,30208,Diesel,Manual,1.4,16.2
Tata Altroz,2020,324656.15,105992,Petrol,Manual,1.3,13.2
Tata Safari,2014,236160.16,87263,Petrol,Manual,2.1,9.2
Hyundai i20,2017,254000.25,93410,Petrol,Automatic,1.2,15.1
BMW 1 Series,2008,424038.5,153325,Electric,Manual,0.0,176.8
Tata Safari,2020,411213.54,71588,Petrol,Manual,1.6,14.6
Maruti Suzuki Brezza,2023,444817.21,36809,CNG,Automatic,1.4,28.0
Ford Focus,2020,1652262.67,57921,Diesel,Manual,3.0,11.6
Mercedes-Benz C-Class,2008,337647.24,265994,Diesel,Automatic,1.9,12.9
Maruti Suzuki Ertiga,2014,129562.75,209968,Diesel,Automatic,1.4,14.2
Audi Q3,2023,4603851.26,41030,Diesel,Automatic,2.9,15.6
Honda Amaze,2011,189492.38,133237,Petrol,Automatic,1.9,12.0
Mercedes-Benz C-Class,2022,3356199.62,42862,Petrol,Automatic,2.2,14.4
Hyundai Tucson,2021,508946.73,44803,Petrol,Automatic,1.4,14.5
Mercedes-Benz GLE,2011,1052872.92,132969,Petrol,Automatic,3.8,8.4
Maruti Suzuki Dzire,2016,144971.55,96025,Diesel,Manual,1.3,14.9
Hyundai Venue,2015,462802.06,135064,Electric,Automatic,0.0,176.5
Hyundai Tucson,2023,814834.93,42394,Diesel,Manual,1.8,15.0
Mercedes-Benz E-Class,2010,710185.02,233649,CNG,Manual,4.0,19.7
Toyota Fortuner,2010,187848.79,175574,Petrol,Automatic,1.9,11.4
Ford Endeavour,2009,182414.69,190212,CNG,Manual,2.5,25.2
Audi Q3,2016,1346279.76,129783,Petrol,Manual,2.8,12.2
Hyundai Creta,2021,327336.28,81413,Petrol,Automatic,1.0,13.8
Toyota RAV4,2011,186999.65,95252,Petrol,Manual,1.6,11.4
Volkswagen Taigun,2024,1024280.69,22687,Petrol,Manual,1.8,9.4
Ford Fiesta,2023,1910847.4,25906,Electric,Manual,0.0,164.3
Mercedes-Benz C-Class,2013,745559.45,128720,Petrol,Automatic,2.1,9.6
Audi A4,2015,1722686.6,97933,Diesel,Automatic,3.5,14.4
Toyota Camry,2010,122124.48,120766,Petrol,Manual,1.3,13.0
Volkswagen Vento,2009,214479.89,195733,Electric,Manual,0.0,152.4
Maruti Suzuki Ertiga,2017,145675.62,58435,Petrol,Manual,,12.8
Ford EcoSport,2015,342383.91,184794,Petrol,Manual,2.0,9.5
Hyundai Verna,2020,349006.08,42224,Diesel,Manual,1.1,15.9
Mercedes-Benz GLE,2017,1807673.05,127170 KM,Petrol,Automatic,2.7,13.2
Toyota Corolla  ,2024,1408789.38,17927,Petrol,Automatic,1.6,14.7
Volkswagen Tiguan,2013,201381.39,135657,Diesel,Manual,1.3,15.2
BMW 1 Series,2024,1994555.27,16862,Petrol,Manual,1.6,13.5
Tata Harrier,2022,729613.66,32495,Petrol,Automatic,1.8,12.5
BMW X5,2018,1702832.1,63237,Diesel,Manual,2.6,10.4
Mercedes-Benz GLE,2009,357935.24,266942,Diesel,Manual,2.3,15.1
Hyundai Venue,2014,203688.08,168926,Petrol,Manual,1.7,14.1
Audi A6,2022,3911050.85,31121 KM,Petrol,Automatic,3.2,10.0
Hyundai Verna,2021,588273.77,68462,Petrol,Automatic,1.4,13.7
Honda Amaze,2009,120682.84,216747,Diesel,Automatic,1.5,15.6
Toyota RAV4,2023,841439.09,33643,Petrol,Automatic,1.2,12.2
Honda CR-V,2014,153847.5,115804,CNG,Manual,1.3,23.4
BMW 1 Series,2014,978774.78,152686,Electric,Automatic,0.0,176.1
Hyundai Tucson,2024,770250.86,9700,CNG,Manual,1.5,24.3
Hyundai Creta,2015,173857.25,149043,Diesel,Automatic,1.0,15.3
Mercedes-Benz E-Class,2016,752187.29,150414,Petrol,Manual,1.6,13.5
BMW 1 Series,2015,1361592.71,166952,Electric,Automatic,0.0,145.7
Mercedes-Benz E-Class,2014,1483201.84,195229,Diesel,Automatic,3.4,10.1
Honda Accord,2009,129003.12,121279,Petrol,Manual,1.4,14.0
Tata Altroz,2019,475581.67,85296,Petrol,Manual,2.0,10.7
Mercedes-Benz C-Class,2022,3710727.92,36067,Diesel,Manual,3.3,10.5
BMW 1 Series,2020,1754064.2,91951,Diesel,Manual,2.1,10.5
